PlayerID,FirstName,LastName,Weight,Swings,PgaDebut,Country,BirthDate,BirthCity,BirthState,College,PhotoUrl,SportRadarPlayerID,PgaTourPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,DraftKingsName,FantasyDraftName,FanDuelName,FantasyDraftPlayerID,DraftKingsPlayerID,FanDuelPlayerID,YahooPlayerID
40004412,Byrnes,Aaron,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004413,Niloufar,Aazam-Zanganeh,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004414,Cesar,Ababa,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004415,Juan,Abbate,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004416,Bryan,Abbott,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40000020,Jamie,Abbott,,R,2010.0,England,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Jamie Abbott,,,,471720.0,,
40004417,Jerry,Abbott,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004418,Jon,Abbott,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004403,Matt,Abbott,,R,2001.0,United States,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004419,Pat,Abbott,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004420,Phil,Abbott,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004404,Scott,Abbott,,R,2007.0,United States,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004956,Alyaa,Abdulghany,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Alyaa Abdulghany,,,,755621.0,,
40004938,Hiroki,Abe,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004422,Joao,Abe,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004423,Kazumoto,Abe,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40005167,Lakareber,Abe,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Lakareber Abe,,,,764719.0,,
40004424,Susumu,Abe,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004425,Kent,Abegglen,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004426,Kirk,Abegglen,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004405,Derek,Abel,,R,2007.0,United States,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004427,Vincent,Abel,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004428,Mark,Abeli,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004429,William,Abell,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004430,Joseph,Abella,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004431,John,Abendroth,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004432,John,Aber,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,John Aber,,,,722345.0,,
40004123,Blake,Abercrombie,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Blake Abercrombie,,,,701782.0,,
40003252,Ludvig,Aberg,,,,Sweden,1999-10-31T00:00:00,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,4fff3b28-5c2e-4ec3-91d1-696f42638cf4,52955.0,,,,Ludvig Aberg,,Ludvig Aberg,,690516.0,163390.0,22880.0
40000021,Warren,Abery,200.0,R,2005.0,,,South Africa,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004433,Yahya,Abidin,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004434,Karl,Ableidinger,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40002174,James,Ablett,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,James Ablett,,,,,,
40004435,Jack,Abney,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004436,Luke,Abney,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004437,Dale,Abraham,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Dale Abraham,,,,720986.0,,
40004438,Herbie,Abraham,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004439,J.J.,Abraham,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004440,Roy,Abrameit,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004441,Al,Abrego,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004315,Alexandre,Abreu,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Alexandre Abreu,,,,702843.0,,
40004442,Francisco,Abreu,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004443,John,Accola,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004444,Jamie,Acevedo,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40001643,Sergio,Acevedo,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,29445.0,,,,,,,,,,
40004445,Jasi,Acharya,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004446,Tommy,Acheson,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40004447,Rodney,Acia,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
40003355,Leon,Acikalin,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,Leon Acikalin,,,,327475.0,,
40004448,Bob,Acker,,,,,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/golf/low-res/0.png,,,,,,,,,,,,
